Unnamed: 0,Unnamed: 0.1,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,AHV,lonlat,geometry,hour_of_the_day,average_temparature,Descriptor_cat,precipitation_levels,zonedist_cat,AHV,yearbuilt,lotdepth,simple_zone_cat,unitsres,enforcability_score,Predicted Enforcability Probability,Predicted Enforcability Score
48,528,43168733,2019-07-01 10:28:00,07/03/2019 01:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10039.0,700 LENOX AVENUE,LENOX AVENUE,W 145 ST,W 146 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 01:15:00 PM,10 MANHATTAN,1017440001.0,MANHATTAN,1001924.0,238226.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.820533288941945,-73.93614411094367,"(40.820533288941945, -73.93614411094367)",0,"(-73.936144110943673, 40.820533288941945)",POINT (1001923.999989486 238226.0144267046),10,76.0,3,0.0,154,0,1041.6470588235295,502.4129411764706,5,573.1176470588235,2,0.43,2
49,529,43169536,2019-07-01 17:56:00,07/02/2019 02:15:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Private Carting Noise (NQ1),,11231.0,317 BOND STREET,BOND STREET,UNION ST,PRESIDENT ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 02:15:00 AM,06 BROOKLYN,3004380003.0,BROOKLYN,987085.0,186873.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.679599525605,-73.98977883621984,"(40.679599525605, -73.98977883621984)",0,"(-73.989778836219841, 40.679599525604999)",POINT (987084.9999983166 186873.0143937998),17,76.0,9,0.0,89,0,1897.4,102.21509090909092,1,3.422727272727273,2,0.21,2
50,530,43169540,2019-07-01 03:39:00,07/02/2019 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11356.0,,,,,117 STREET,14 AVENUE,INTERSECTION,College Point,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 01:45:00 AM,07 QUEENS,,QUEENS,1025672.0,225613.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7858346783284,-73.85042088796658,"(40.7858346783284, -73.85042088796658)",0,"(-73.850420887966578, 40.785834678328399)",POINT (1025671.999975379 225613.0144186804),3,76.0,0,0.0,31,0,1945.41,96.65785,6,2.14,2,0.28,2
51,531,43169541,2019-07-01 02:51:00,07/01/2019 11:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11235.0,1402 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,E 14 ST,E 15 ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection observed a violation of the New York City Air/Noise Code at the time of inspection and issued a notice of violation.,07/01/2019 11:00:00 PM,15 BROOKLYN,3074590065.0,BROOKLYN,996740.0,153365.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.58761883788725,-73.95503121536852,"(40.58761883788725, -73.95503121536852)",0,"(-73.955031215368521, 40.587618837887248)",POINT (996739.9999926282 153365.0143718304),2,76.0,0,0.0,57,0,1872.3425925925926,124.56166666666667,4,11.425925925925926,1,0.17,2
52,532,43169542,2019-07-01 22:40:00,07/02/2019 02:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10014.0,235 WEST   10 STREET,WEST   10 STREET,BLEECKER ST,HUDSON ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 02:30:00 AM,02 MANHATTAN,1006200033.0,MANHATTAN,982735.0,206648.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.73387755466012,-74.00546655266481,"(40.73387755466012, -74.00546655266481)",0,"(-74.005466552664814, 40.733877554660118)",POINT (982735.0000008992 206648.0144065823),22,76.0,0,0.0,81,0,1908.9107142857142,83.9625,17,17.178571428571427,2,0.25,2
53,533,43169546,2019-07-01 22:25:00,07/02/2019 09:52:00 AM,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11106.0,35-36 34 STREET,34 STREET,35 AVE,36 AVE,,,ADDRESS,Astoria,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/02/2019 09:52:00 AM,01 QUEENS,4006060139.0,QUEENS,1004579.0,214854.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75637772921221,-73.92662237627287,"(40.75637772921221, -73.92662237627287)",0,"(-73.926622376272874, 40.756377729212211)",POINT (1004578.999987932 214854.0144118462),22,76.0,4,0.0,25,0,1930.340425531915,99.79031914893616,2,7.680851063829787,2,0.4,2
54,534,43169548,2019-07-01 22:37:00,07/02/2019 11:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11103.0,24-51 STEINWAY STREET,STEINWAY STREET,ASTORIA BLVD,25 AVE,,,ADDRESS,Astoria,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 11:00:00 PM,01 QUEENS,,QUEENS,1008821.0,219242.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76841088338843,-73.91129482750891,"(40.768410883388434, -73.9112948275089)",0,"(-73.911294827508911, 40.768410883388427)",POINT (1008820.999985396 219242.0144146374),22,76.0,0,0.0,103,0,1929.5822784810127,95.76721518987343,2,4.9113924050632916,2,0.23,2
55,535,43169549,2019-07-01 22:16:00,07/02/2019 10:57:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10025.0,233 WEST  108 STREET,WEST  108 STREET,AMSTERDAM AVE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 10:57:00 PM,07 MANHATTAN,1018800013.0,MANHATTAN,993605.0,231601.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80236223531038,-73.9662097583767,"(40.80236223531038, -73.9662097583767)",1,"(-73.966209758376706, 40.802362235310383)",POINT (993604.9999944385 231601.0144225158),22,76.0,0,0.0,1,1,1919.2708333333333,97.7229166666667,5,27.625,2,0.16,2
56,536,43169550,2019-07-01 20:51:00,07/02/2019 08:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10001.0,45 WEST   34 STREET,WEST   34 STREET,5 AVE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 08:15:00 PM,05 MANHATTAN,1008360007.0,MANHATTAN,987937.0,212283.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.74934358733823,-73.98669316239912,"(40.749343587338224, -73.98669316239912)",1,"(-73.986693162399121, 40.749343587338231)",POINT (987936.9999978123 212283.0144101978),20,76.0,0,0.0,40,1,1898.9036144578313,124.24795180722892,14,18.072289156626507,2,0.14,2
57,537,43169551,2019-07-01 19:10:00,07/02/2019 11:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10128.0,301 EAST   91 STREET,EAST   91 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 11:15:00 PM,08 MANHATTAN,1015540001.0,MANHATTAN,998357.0,223790.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.780916839559936,-73.94906195305485,"(40.78091683955994, -73.94906195305485)",0,"(-73.949061953054851, 40.780916839559936)",POINT (998356.9999916158 223790.0144175549),19,76.0,0,0.0,44,0,1938.388888888889,115.89888888888893,5,76.05555555555556,2,0.26,2
58,538,43169552,2019-07-01 21:09:00,07/03/2019 01:41:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,10014.0,213 VARICK STREET,VARICK STREET,DOWNING ST,7 AVE S,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 01:41:00 AM,02 MANHATTAN,1005810063.0,MANHATTAN,982790.0,204857.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.728961707978286,-74.0052677083356,"(40.72896170797829, -74.0052677083356)",1,"(-74.005267708335595, 40.728961707978286)",POINT (982790.0000008639 204857.0144054263),21,76.0,5,0.0,42,1,1905.828125,76.32015625,1,11.8125,2,0.07,2
59,539,43169643,2019-07-01 09:43:00,07/03/2019 09:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise:  lawn care equipment (NCL),,10025.0,4 WEST  104 STREET,WEST  104 STREET,CENTRAL PARK W,MANHATTAN AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 09:45:00 AM,07 MANHATTAN,1018390037.0,MANHATTAN,994980.0,229590.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.79684102682508,-73.96124647519969,"(40.79684102682508, -73.96124647519969)",0,"(-73.961246475199687, 40.796841026825078)",POINT (994979.9999936195 229590.0144212443),9,76.0,10,0.0,154,0,1930.4363636363637,116.36836363636364,5,29.09090909090909,2,0.15,2
61,541,43170442,2019-07-01 07:07:00,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10028.0,1 AVENUE,1 AVENUE,EAST   85 STREET,EAST   86 STREET,,,BLOCKFACE,NEW YORK,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,07/01/2019 09:12:00 AM,08 MANHATTAN,,MANHATTAN,998202.0,222193.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.77653374288919,-73.94962494850573,"(40.77653374288919, -73.94962494850574)",0,"(-73.949624948505729, 40.776533742889193)",POINT (998201.9999917184 222193.0144165322),7,76.0,0,0.0,78,0,1883.5102040816328,96.3218367346939,21,23.979591836734695,2,0.25,2
62,542,43170443,2019-07-01 23:07:00,07/02/2019 06:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10038.0,200 WATER STREET,WATER STREET,JOHN ST,FULTON ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 06:45:00 AM,01 MANHATTAN,1000750001.0,MANHATTAN,983066.0,196971.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.707316573568,-74.00427050785834,"(40.707316573568, -74.00427050785834)",1,"(-74.004270507858337, 40.707316573568001)",POINT (983066.0000007043 196971.0144003499),23,76.0,0,0.0,40,1,1957.09375,154.5534375,13,75.296875,2,0.05,2
63,543,43170437,2019-07-01 21:57:00,07/08/2019 08:34:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,11103.0,25-92 36 STREET,36 STREET,ASTORIA BLVD S,28 AVE,,,ADDRESS,Astoria,,,Closed,,The Department of Environmental Protection researched this complaint and determined that it could be closed.,07/08/2019 08:34:00 PM,01 QUEENS,4006330076.0,QUEENS,1007989.0,219396.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76883584653221,-73.91429793241085,"(40.768835846532205, -73.91429793241085)",0,"(-73.914297932410847, 40.768835846532212)",POINT (1007988.999985895 219396.0144147392),21,76.0,6,0.0,16,0,1850.632183908046,99.42413793103448,1,4.689655172413793,2,0.58,1
64,544,43170450,2019-07-01 01:57:00,07/01/2019 03:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10031.0,,,,,WEST 152 STREET,BROADWAY,INTERSECTION,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/01/2019 03:45:00 AM,09 MANHATTAN,,MANHATTAN,998855.0,241981.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.830845301071705,-73.94722418384823,"(40.8308453010717, -73.94722418384823)",0,"(-73.947224183848235, 40.830845301071705)",POINT (998854.9999913072 241981.0144290828),1,76.0,0,0.0,154,0,1919.157894736842,151.10710526315793,1,10.421052631578947,2,0.28,2
65,545,43170451,2019-07-01 01:35:00,07/01/2019 11:30:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11234.0,1773 HENDRICKSN STREET,HENDRICKSN STREET,QUENTIN RD,AVENUE R,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/01/2019 11:30:00 PM,18 BROOKLYN,3078890010.0,BROOKLYN,1003330.0,163839.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61635609542942,-73.93127511303804,"(40.61635609542942, -73.93127511303804)",0,"(-73.931275113038041, 40.616356095429417)",POINT (1003329.999988718 163839.0143787284),1,76.0,0,0.0,34,0,1923.2482269503546,99.01,7,1.1382978723404256,2,0.13,2
67,547,43170453,2019-07-01 21:27:00,07/02/2019 10:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11101.0,38-02 29 STREET,29 STREET,38 AVE,39 AVE,,,ADDRESS,Long Island City,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 10:00:00 PM,01 QUEENS,4003850015.0,QUEENS,1002613.0,214143.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.754430517331826,-73.93372060172257,"(40.754430517331826, -73.93372060172257)",0,"(-73.93372060172257, 40.754430517331826)",POINT (1002612.999989096 214143.0144113845),21,76.0,0,0.0,55,0,1879.9857142857143,103.81864285714288,11,2.7642857142857142,2,0.2,2
68,548,43170454,2019-07-01 19:52:00,07/02/2019 11:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10003.0,230 PARK AVENUE SOUTH,PARK AVENUE SOUTH,BROADWAY,PARK AVE S,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 11:15:00 PM,05 MANHATTAN,1008470040.0,MANHATTAN,987368.0,208107.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.737881729647185,-73.98874868939569,"(40.737881729647185, -73.98874868939568)",1,"(-73.988748689395692, 40.737881729647185)",POINT (987367.999998144 208107.0144075205),19,76.0,0,0.0,113,1,1910.2727272727273,121.49469696969696,3,8.787878787878787,2,0.18,2
69,549,43170455,2019-07-01 18:39:00,07/02/2019 09:30:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10457.0,1895 CROTONA AVENUE,CROTONA AVENUE,E 176 ST,FAIRMOUNT PL,,,ADDRESS,BRONX,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 09:30:00 PM,06 BRONX,,BRONX,1014085.0,246862.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84420390419793,-73.89216823191154,"(40.844203904197926, -73.89216823191154)",0,"(-73.89216823191154, 40.844203904197933)",POINT (1014084.999982236 246862.0144321417),18,76.0,0,0.0,35,0,1632.0833333333333,102.96833333333333,0,11.166666666666666,2,0.15,2
70,550,43170456,2019-07-01 12:18:00,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10033.0,612 WEST  187 STREET,WEST  187 STREET,ST NICHOLAS AVE,WADSWORTH AVE,,,ADDRESS,NEW YORK,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,07/02/2019 09:25:00 AM,12 MANHATTAN,1021660066.0,MANHATTAN,1003225.0,250139.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85322831359455,-73.93140991770099,"(40.85322831359455, -73.93140991770099)",0,"(-73.931409917700989, 40.853228313594549)",POINT (1003224.999988692 250139.0144342066),12,76.0,0,0.0,22,0,1919.6666666666667,100.26,0,24.875,2,0.08,2
72,552,43170457,2019-07-01 10:34:00,,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11221.0,573 GATES AVENUE,GATES AVENUE,TOMPKINS AVE,THROOP AVE,,,ADDRESS,BROOKLYN,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,07/07/2019 10:48:00 AM,03 BROOKLYN,3018100070.0,BROOKLYN,999874.0,189582.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68702177711581,-73.94366375687153,"(40.68702177711581, -73.94366375687153)",0,"(-73.94366375687153, 40.68702177711581)",POINT (999873.9999907442 189582.0143955512),10,76.0,0,0.0,4,0,1919.093220338983,96.97872881355931,1,4.838983050847458,2,0.23,2
75,555,43171299,2019-07-01 22:49:00,07/02/2019 01:30:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11201.0,11 HOYT STREET,HOYT STREET,FULTON ST,LIVINGSTON ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 01:30:00 AM,02 BROOKLYN,3001570001.0,BROOKLYN,988319.0,190741.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.69021582056281,-73.98532750003706,"(40.690215820562806, -73.98532750003707)",1,"(-73.985327500037059, 40.690215820562813)",POINT (988318.9999975935 190741.0143963107),22,76.0,0,0.0,112,1,1861.4913793103449,106.18646551724137,14,9.293103448275861,2,0.22,2
76,556,43171300,2019-07-01 22:28:00,07/02/2019 04:15:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11210.0,,,,,CAMPUS ROAD,HILLEL PLACE,INTERSECTION,BROOKLYN,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 04:15:00 AM,14 BROOKLYN,,BROOKLYN,998472.0,169543.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6320215080662,-73.9487612824895,"(40.6320215080662, -73.9487612824895)",0,"(-73.9487612824895, 40.632021508066202)",POINT (998471.9999915891 169543.0143824767),22,76.0,0,0.0,32,0,1929.0754716981132,103.92226415094339,2,3.509433962264151,2,0.27,2
77,557,43171307,2019-07-01 16:49:00,07/02/2019 08:46:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,10032.0,559 WEST  171 STREET,WEST  171 STREET,AUDUBON AVE,ST NICHOLAS AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 08:46:00 PM,12 MANHATTAN,1021280023.0,MANHATTAN,1001540.0,246238.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.84252468212453,-73.93751084648144,"(40.842524682124534, -73.93751084648143)",0,"(-73.937510846481445, 40.842524682124527)",POINT (1001539.999989703 246238.0144317655),16,76.0,7,0.0,22,0,1915.7407407407406,88.05555555555556,0,20.48148148148148,2,0.57,1
78,558,43171308,2019-07-01 23:13:00,07/02/2019 11:47:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10027.0,3209 BROADWAY,BROADWAY,W 125 ST,W 126 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 11:47:00 PM,09 MANHATTAN,,MANHATTAN,995844.0,236554.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.815954192100506,-73.95811394138269,"(40.815954192100506, -73.95811394138269)",0,"(-73.958113941382692, 40.815954192100506)",POINT (995843.9999930972 236554.0144256593),23,76.0,0,0.0,17,0,1726.2898550724638,103.39,0,6.449275362318841,2,0.2,2
79,559,43171309,2019-07-01 21:06:00,07/02/2019 09:15:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10011.0,224 WEST   21 STREET,WEST   21 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 09:15:00 PM,04 MANHATTAN,1007700054.0,MANHATTAN,984928.0,210049.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.74321256042592,-73.99755323959471,"(40.743212560425924, -73.99755323959468)",0,"(-73.997553239594708, 40.743212560425917)",POINT (984927.9999995903 210049.014408766),21,76.0,0,0.0,1,0,1908.081081081081,89.6977027027027,5,10.81081081081081,2,0.25,2
0,560,43171310,2019-07-01 18:58:00,07/02/2019 08:00:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11435.0,82-20 141 STREET,141 STREET,COOLIDGE AVE,HOOVER AVE,,,ADDRESS,Jamaica,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 08:00:00 PM,08 QUEENS,4096710267.0,QUEENS,1034693.0,199788.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.714904846690814,-73.8180389294316,"(40.71490484669081, -73.8180389294316)",0,"(-73.818038929431594, 40.714904846690814)",POINT (1034692.999970083 199788.014402096),18,76.0,0,0.0,19,0,1937.0972972972972,103.73351351351354,16,1.3783783783783783,2,0.2,2
1,561,43171311,2019-07-01 10:31:00,07/03/2019 01:45:00 AM,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11379.0,78-30 METROPOLITAN AVENUE,METROPOLITAN AVENUE,78 ST,79 ST,,,ADDRESS,Middle Village,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/03/2019 01:45:00 AM,05 QUEENS,4037760022.0,QUEENS,1019051.0,199132.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.713179641123524,-73.8744670037633,"(40.71317964112352, -73.87446700376329)",0,"(-73.8744670037633, 40.713179641123524)",POINT (1019050.99997936 199132.0144017084),10,76.0,0,0.0,25,0,1918.8479087452472,99.45631178707225,6,2.041825095057034,2,0.21,2
2,562,43171313,2019-07-01 10:25:00,07/02/2019 01:30:00 PM,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10001.0,261 WEST   34 STREET,WEST   34 STREET,7 AVE,8 AVE,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environmental Protection did not observe a violation of the New York City Air/Noise Code at the time of inspection and could not issue a notice of violation. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",07/02/2019 01:30:00 PM,05 MANHATTAN,1007840008.0,MANHATTAN,986282.0,213201.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.75186380066327,-73.99266598402532,"(40.751863800663266, -73.99266598402531)",0,"(-73.992665984025322, 40.751863800663273)",POINT (986281.999998793 213201.014410784),10,76.0,3,0.0,75,0,1751.3308270676691,110.91037593984963,3,3.6240601503759398,2,0.48,2
