ahv_id,timestamp_utc,building_identification_number,status,residence_within_200_feet,enclosed_building_work,full_or_partial_demolition,crane_use,requested_for_date_ranges,apply_reason,work_description,the_geom,house_number,street_name,zip_code
894730,2019-07-02T00:11:31.580272,1041902.0,PAYMENT PROCESSING UNDERWAY,True,True,False,False,"{""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"HVAC , DRYWALL, CONCRETE, PAINTING AND FLOORING",POINT (-73.96839071807884 40.76286443291749),118,E  60 ST,10022.0
894731,2019-07-02T00:11:31.955856,1041902.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"HVAC , DRYWALL, CONCRETE, PAINTING AND FLOORING",POINT (-73.96879306705353 40.762623553723344),121,E  59 ST,10022.0
894731,2019-07-02T00:11:31.955856,1041902.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"HVAC , DRYWALL, CONCRETE, PAINTING AND FLOORING",POINT (-73.96870106102692 40.762578487440614),127,E  59 ST,10022.0
894731,2019-07-02T00:11:31.955856,1041902.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"HVAC , DRYWALL, CONCRETE, PAINTING AND FLOORING",POINT (-73.96839071807884 40.76286443291749),118,E  60 ST,10022.0
894732,2019-07-02T00:11:32.318876,4017846.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"FRAMING,SHEETROCK , MASONRY, TILE AND WOOD FLOORING,MILLWORK AND PAINTING",POINT (-73.90866769492926 40.778271069353245),29-19,21 AVE,11105.0
894732,2019-07-02T00:11:32.318876,4017846.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"FRAMING,SHEETROCK , MASONRY, TILE AND WOOD FLOORING,MILLWORK AND PAINTING",POINT (-73.90844395350285 40.77820110034584),20-78,31 ST,11105.0
894732,2019-07-02T00:11:32.318876,4017846.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"FRAMING,SHEETROCK , MASONRY, TILE AND WOOD FLOORING,MILLWORK AND PAINTING",POINT (-73.9086334285778 40.778246997254946),29-21,21 AVE,11105.0
894733,2019-07-02T00:11:32.675265,4618218.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""7:00 AM"", ""6:00 PM""], ""07/06/2019"": [""7:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"MATERIAL DELIVERY, CONCRETE WORK, PLUMBING, ELECTRICAL, MECHANICAL, WINDOWS, EXTERIOR, WATERPROOFING, WELDING, CARPENTRY, DRYWALL, SHED&FENCE PLACEMENT, UTILITY CONNECTION WORK, HOIST OPERATIONS, ELEVATOR, MASONRY.",,,,
894734,2019-07-02T00:11:35.109477,1085588.0,AHV SUCCESSFULLY ISSUED,False,True,True,False,"{""07/01/2019"": [""6:00 PM"", ""6:00 AM""], ""07/02/2019"": [""6:00 PM"", ""6:00 AM""], ""07/03/2019"": [""6:00 PM"", ""6:00 AM""], ""07/04/2019"": [""6:00 PM"", ""6:00 AM""], ""07/05/2019"": [""6:00 PM"", ""6:00 AM""], ""07/06/2019"": [""7:00 AM"", ""7:00 PM""], ""07/07/2019"": [""7:00 AM"", ""7:00 PM""], ""07/08/2019"": [""6:00 PM"", ""6:00 AM""], ""07/09/2019"": [""6:00 PM"", ""6:00 AM""], ""07/10/2019"": [""6:00 PM"", ""6:00 AM""], ""07/11/2019"": [""6:00 PM"", ""6:00 AM""], ""07/12/2019"": [""6:00 PM"", ""6:00 AM""], ""07/13/2019"": [""7:00 AM"", ""7:00 PM""], ""07/14/2019"": [""7:00 AM"", ""7:00 PM""]}",PUBLIC SAFETY,":NYU-DESCRIPTION: DEMOLITION, , SITE FENCE, WATERPROOFING, CONCRETE, CMU, STEEL, CARPENTRY, PAINTING, FLOORING, HVAC DRY AND WET, SITEWORK, METAL CLADDING; ROOF PAVERS, DEBRIS REMOVAL",POINT (-73.97444697596552 40.741097179097295),435,E  30 ST,10016.0
894735,2019-07-02T00:11:36.877202,1082153.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL CONSTRUCTION, INSTALL OF PARTITIONS, MECHANICAL EQUIPMENT AND FINISHES,CORE DRILLING.",POINT (-73.97539698947597 40.7490878370121),605,3 AVE,10016.0
894735,2019-07-02T00:11:36.877202,1082153.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL CONSTRUCTION, INSTALL OF PARTITIONS, MECHANICAL EQUIPMENT AND FINISHES,CORE DRILLING.",POINT (-73.97533823361049 40.749168483253165),617,3 AVE,10016.0
894736,2019-07-02T00:11:37.231944,1083545.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL FACADE RESTORE AND REPARATIONS TO INCLUDE RESTORE SOUTH WALL, ROOF REPLACEMENT AND RECONSTRUCTION OF PARAPET WALLS.",POINT (-74.00687479648343 40.73491307306639),731,GREENWICH ST,10014.0
894736,2019-07-02T00:11:37.231944,1083545.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"GENERAL FACADE RESTORE AND REPARATIONS TO INCLUDE RESTORE SOUTH WALL, ROOF REPLACEMENT AND RECONSTRUCTION OF PARAPET WALLS.",POINT (-74.00677940309428 40.73495146137917),122,PERRY ST,10014.0
894737,2019-07-02T00:11:37.603699,4462121.0,AHV SUCCESSFULLY ISSUED,False,True,False,False,"{""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""12:00 AM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""], ""07/13/2019"": [""12:00 AM"", ""11:59 PM""], ""07/15/2019"": [""12:00 AM"", ""11:59 PM""], ""07/16/2019"": [""12:00 AM"", ""11:59 PM""]}",PUBLIC SAFETY,"INTERIOR RENOVATION OF EXISTING RETAIL SPACE WORK TO INCLUDE REPLACING FLOOR COVERING,REPAIR SHEETROCK SPACKLE TAPING AND PAINTING, INSTALLATION OF MILLWORK AND CABINETTRY. Restrictions: No excessive noise before 10am w/in 200' of residence",POINT (-73.83200307415395 40.78337426546522),136-03,20 AVE,11356.0
894738,2019-07-02T00:11:37.994673,3053844.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/30/2019"": [""9:00 AM"", ""5:00 PM""], ""07/07/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"PLUMBING, ELECTRICAL, FRAMING, HAVC",POINT (-73.9402113550612 40.67975809352742),1516,FULTON ST,11213.0
894739,2019-07-02T00:11:38.370099,1090671.0,AHV SUCCESSFULLY ISSUED,True,False,False,True,"{""06/29/2019"": [""8:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"CONCRETE WORK (FORMS REBAR POURING),GENERAL CONSTRUCTION,WATERPROOFING, UTILITY WORK, CARPENTRY, MASONRY, MEP,SLEEVE INSTALLATION, MATERIAL DELIVERY AND PLACEMENT, CUTTING/GRINDING, CRANE USE CN # 113218.",,,,
894740,2019-07-02T00:11:38.745242,4052143.0,BORO APPROVED -- FINAL FEE DUE,True,False,False,False,"{""07/07/2019"": [""8:00 AM"", ""8:00 PM""]}",EMERGENCY REPAIR WORK,"FOREST HILLS HS - REPLACE BRICK MASONRY AND PRECAST CONCRETE BANDING. REPLACE TOWER ROOF. REPLACE GLASS BLOCK,REPAIR CONCRETE BACK UP AND REPLACE LEAD COATED COPPER AT TOWER. REPAIR INTERIOR UNDER TOWER.(Restrictions: No excessive noise before 10am w/in 200' of residence) - ADL",POINT (-73.84509366356444 40.729704852049316),67-01,110 ST,11375.0
894741,2019-07-02T00:11:39.193257,1075618.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/07/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""6:00 PM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""], ""07/13/2019"": [""12:00 AM"", ""11:59 PM""], ""07/14/2019"": [""12:00 AM"", ""11:59 PM""]}",HAZARDOUS CONDITIONS,"GENERAL CONSTRUCTION MODIFICATIONS TAKING PLACE ON FLOORS 2-4 INCLUDING INTERIOR DEMOLISH AND INTERIOR FINISHES, GRINDING, CEILING REMOVAL, DUCT WORK REMOVAL, SHEET ROCK REMOVAL, CARPET VCT REMOVAL AND  LIGHT FIXTURE REMOVALS.",POINT (-74.00467942436609 40.707771809669076),259,PEARL ST,10038.0
894741,2019-07-02T00:11:39.193257,1075618.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/07/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""6:00 PM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""], ""07/13/2019"": [""12:00 AM"", ""11:59 PM""], ""07/14/2019"": [""12:00 AM"", ""11:59 PM""]}",HAZARDOUS CONDITIONS,"GENERAL CONSTRUCTION MODIFICATIONS TAKING PLACE ON FLOORS 2-4 INCLUDING INTERIOR DEMOLISH AND INTERIOR FINISHES, GRINDING, CEILING REMOVAL, DUCT WORK REMOVAL, SHEET ROCK REMOVAL, CARPET VCT REMOVAL AND  LIGHT FIXTURE REMOVALS.",POINT (-74.00457825740253 40.707942304697575),40,FULTON ST,10038.0
894742,2019-07-02T00:11:39.877205,1030422.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"CONCRETE WORK (FORMS, REBAR, PUMPING/POURING), SLEEVE INSTALLATION, WATERPROOFING, GENERAL CONSTRUCTION, MATERIAL DELIVERIES, SITE MAINTENANCE.",POINT (-73.98264862347935 40.77886961397962),214,W  72 ST,10023.0
894743,2019-07-02T00:11:40.919094,3425431.0,BORO APPROVED -- FINAL FEE DUE,True,False,False,False,"{""07/06/2019"": [""8:00 AM"", ""5:00 PM""], ""07/13/2019"": [""8:00 AM"", ""5:00 PM""]}",TRAFFIC CONGESTION (PEDESTRIAN AND/OR VEHICULAR),"CLEAN UP DEBRIS, MAKE SITE SAFE",,,,
894744,2019-07-02T00:11:41.307106,3426189.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""5:00 AM"", ""7:00 AM""], ""07/02/2019"": [""5:00 AM"", ""7:00 AM""], ""07/03/2019"": [""5:00 AM"", ""7:00 AM""]}",TRAFFIC CONGESTION (PEDESTRIAN AND/OR VEHICULAR),RESPECTFULLY REQUEST AHV FOR CONCRETE POUR FROM 5:00 AM TO 7:00 AM. CONCRETE POUR WILL BE DONE ON THE SURF AVENUE SIDE OF THE PROJECT,,,,
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.98954484517193 40.75278108238232),498,7 AVE,10018.0
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99043718770291 40.7527058621585),221,W  36 ST,10018.0
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.98989824096542 40.75307438951436),204,W  37 ST,10018.0
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99016110408829 40.752583176173104),215,W  36 ST,10018.0
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99000207749523 40.75311754607532),206,W  37 ST,10018.0
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.98960358939162 40.75294356785064),200,W  37 ST,10018.0
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99004613529202 40.752547389601496),207,W  36 ST,10018.0
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.98976911520799 40.75301316042073),202,W  37 ST,10018.0
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99011056453988 40.75315671464962),208,W  37 ST,10018.0
894745,2019-07-02T00:11:41.730953,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""6:59 AM""], ""07/02/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99030738309285 40.75264397539881),217,W  36 ST,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.98954484517193 40.75278108238232),498,7 AVE,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99043718770291 40.7527058621585),221,W  36 ST,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.98989824096542 40.75307438951436),204,W  37 ST,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99016110408829 40.752583176173104),215,W  36 ST,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99000207749523 40.75311754607532),206,W  37 ST,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.98960358939162 40.75294356785064),200,W  37 ST,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99004613529202 40.752547389601496),207,W  36 ST,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.98976911520799 40.75301316042073),202,W  37 ST,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99011056453988 40.75315671464962),208,W  37 ST,10018.0
894746,2019-07-02T00:11:42.248190,1014445.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""07/03/2019"": [""6:00 PM"", ""6:59 AM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"INTERIOR CONSTRUCTION ACTIVITIES. INT DEMO/CONSTR OF PARTITIONS, INT MH AND INT ST, SITE DELIVERIES CLEAN UP AND HOUSEKEEPING. NO USE OF GARBAGE PACKER AFTER 10PM WEEK NIGHTS AND BEFORE 8AM WEEKENDS. Note: No exterior garbage delivery weedays befor 7am , aftern 10pm,& saturday before9 am .",POINT (-73.99030738309285 40.75264397539881),217,W  36 ST,10018.0
